total_price,unit_price,area,bedroom_num,livingroom_num,total_floor,build_year,followers,days_on_market,house_age,total_rooms,avg_room_area,floor_ratio,price_per_bedroom,market_heat,layout_ratio,district_code,district_level,district_天河区,district_海珠区,district_番禺区,district_白云区,district_荔湾区,district_越秀区,district_黄埔区,orientation_东,orientation_北,orientation_南,orientation_西,decoration_encoded,floor_type_encoded,district_level_encoded
599.8,53336.0,112.0,3.0,1.0,14.0,2016.0,20.0,12.0,9.0,4.0,22.4,0.25,149.95,1.5384615384615385,1.5,越秀,核心区,False,False,False,False,False,True,False,True,False,False,False,4,1,3
512.0,53756.0,95.0,3.0,1.0,20.0,2013.0,29.0,107.0,12.0,4.0,19.0,0.25,128.0,0.26851851851851855,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,1,3
669.1,44204.0,151.0,3.0,1.0,6.0,2006.0,35.0,9.0,19.0,4.0,30.2,0.5,167.275,3.5,1.5,荔湾,次核心区,False,False,False,False,True,False,False,True,False,False,False,2,2,2
373.5,63735.0,59.0,2.0,1.0,10.0,1997.0,18.0,11.0,28.0,3.0,14.75,0.75,124.5,1.5,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,False,True,3,3,3
250.7,27272.0,92.0,2.0,1.0,14.0,2010.0,18.0,5.0,15.0,3.0,23.0,0.5,83.56666666666666,3.0,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,4,2,2
340.1,37146.0,92.0,3.0,1.0,22.0,2014.0,18.0,23.0,11.0,4.0,18.4,0.5,85.025,0.75,1.5,白云,次核心区,False,False,False,True,False,False,False,False,True,False,False,3,2,2
223.0,32935.0,68.0,2.0,1.0,18.0,2012.0,8.0,61.0,13.0,3.0,17.0,0.5,74.33333333333333,0.12903225806451613,1.0,番禺,次核心区,False,False,True,False,False,False,False,True,False,False,False,3,2,2
296.7,40510.0,73.0,2.0,1.0,25.0,2017.0,12.0,18.0,8.0,3.0,18.25,0.5,98.89999999999999,0.631578947368421,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,True,False,False,3,2,2
709.9,57019.0,125.0,3.0,1.0,19.0,1999.0,34.0,24.0,26.0,4.0,25.0,0.75,177.475,1.36,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,4,3,2
255.1,25121.0,102.0,4.0,1.0,14.0,2000.0,11.0,19.0,25.0,5.0,17.0,0.25,51.019999999999996,0.55,2.0,番禺,次核心区,False,False,True,False,False,False,False,True,False,False,False,1,1,2
641.1,86118.375,73.0,3.0,1.0,17.0,2023.0,20.0,42.0,2.0,4.0,14.6,0.25,160.275,0.46511627906976744,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,1,3
1063.3,85445.0,124.0,4.0,1.0,10.0,2010.0,55.0,38.0,15.0,5.0,20.666666666666668,0.25,212.66,1.4102564102564104,2.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,1,3
759.8,68811.0,110.0,3.0,1.0,20.0,2012.0,40.0,50.0,13.0,4.0,22.0,0.25,189.95,0.7843137254901961,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,1,3
274.4,56799.0,48.0,2.0,1.0,8.0,2001.0,13.0,10.0,24.0,3.0,12.0,0.75,91.46666666666665,1.1818181818181819,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,2,3,3
701.7,50953.0,138.0,4.0,1.0,15.0,1998.0,40.0,1.0,27.0,5.0,23.0,0.75,140.34,20.0,2.0,海珠,核心区,False,True,False,False,False,False,False,False,True,False,False,2,3,3
292.9,52654.0,56.0,2.0,1.0,20.0,1992.0,16.0,185.0,33.0,3.0,14.0,0.5,97.63333333333333,0.08602150537634409,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,2,2,3
504.3,44854.0,112.0,3.0,1.0,28.0,2009.0,25.0,8.0,16.0,4.0,22.4,0.5,126.075,2.7777777777777777,1.5,黄埔,次核心区,False,False,False,False,False,False,True,False,True,False,False,3,2,2
490.4,44025.0,111.0,3.0,1.0,9.0,2008.0,20.0,29.0,17.0,4.0,22.2,0.5,122.6,0.6666666666666666,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,1,2,3
849.0,58432.0,145.0,4.0,1.0,17.0,2002.0,46.0,65.0,23.0,5.0,24.166666666666668,0.5,169.8,0.696969696969697,2.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,2,3
417.3,57046.0,73.0,2.0,1.0,12.0,2006.0,22.0,18.0,19.0,3.0,18.25,0.75,139.1,1.1578947368421053,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,4,3,2
1067.8,68477.0,156.0,3.0,1.0,23.0,2003.0,52.0,0.0,22.0,4.0,31.2,0.5,266.95,52.0,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,2,3
645.0,50229.0,128.0,4.0,1.0,25.0,2003.0,38.0,5.0,22.0,5.0,21.333333333333332,0.75,129.0,6.333333333333333,2.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,3,3,2
620.4,67690.0,92.0,2.0,1.0,19.0,2005.0,33.0,105.0,20.0,3.0,23.0,0.75,206.79999999999998,0.3113207547169811,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,3,3
181.4,27440.0,66.0,2.0,1.0,20.0,2008.0,13.0,69.0,17.0,3.0,16.5,0.75,60.46666666666667,0.18571428571428572,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,True,False,False,2,3,2
339.4,33595.0,101.0,3.0,1.0,33.0,2013.0,18.0,35.0,12.0,4.0,20.2,0.25,84.85,0.5,1.5,白云,次核心区,False,False,False,True,False,False,False,False,True,False,False,1,1,2
790.7,59940.0,132.0,3.0,1.0,20.0,2007.0,38.0,19.0,18.0,4.0,26.4,0.5,197.675,1.9,1.5,天河,核心区,True,False,False,False,False,False,False,True,False,False,False,2,2,3
432.0,47549.0,91.0,2.0,1.0,21.0,2017.0,24.0,86.0,8.0,3.0,22.75,0.75,144.0,0.27586206896551724,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,3,3
546.5,46788.0,117.0,4.5,1.0,23.0,2011.0,22.0,9.0,14.0,5.5,18.0,0.75,99.36363636363636,2.2,2.25,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,3,2
357.3,40246.0,89.0,3.0,1.0,27.0,2000.0,12.0,61.0,25.0,4.0,17.8,0.75,89.325,0.1935483870967742,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,3,2
90.4,26565.0,34.0,1.0,1.0,31.0,2013.0,4.0,2.0,12.0,2.0,11.333333333333334,0.5,45.2,1.3333333333333333,0.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,2,2
662.5,46056.0,144.0,3.0,1.0,24.0,2015.0,38.0,3.0,10.0,4.0,28.8,0.5,165.625,9.5,1.5,白云,次核心区,False,False,False,True,False,False,False,True,False,False,False,2,2,2
438.2,70910.0,62.0,2.0,1.0,15.0,2008.0,26.0,0.0,17.0,3.0,15.5,0.75,146.06666666666666,26.0,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,3,3
285.3,48768.0,58.0,2.0,1.0,17.0,2007.0,16.0,1.0,18.0,3.0,14.5,0.75,95.10000000000001,8.0,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,3,3
564.7,62461.0,90.0,3.0,1.0,10.0,2014.0,37.0,30.0,11.0,4.0,18.0,0.25,141.175,1.1935483870967742,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,1,3
568.5,38909.0,146.0,4.5,1.0,25.0,2015.0,34.0,47.0,10.0,5.5,22.46153846153846,0.25,103.36363636363636,0.7083333333333334,2.25,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,1,2
232.3,45366.0,51.0,2.0,1.0,12.0,2002.0,12.0,0.0,23.0,3.0,12.75,0.5,77.43333333333334,12.0,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,True,False,False,2,2,2
323.3,42779.0,76.0,2.0,1.0,20.0,2014.0,6.0,16.0,11.0,3.0,19.0,0.25,107.76666666666667,0.35294117647058826,1.0,越秀,核心区,False,False,False,False,False,True,False,True,False,False,False,3,1,3
431.0,57958.0,74.0,3.0,1.0,20.0,2004.0,22.0,4.0,21.0,4.0,14.8,0.25,107.75,4.4,1.5,天河,核心区,True,False,False,False,False,False,False,True,False,False,False,3,1,3
491.0,62414.0,79.0,2.0,1.0,17.0,2010.0,21.0,21.0,15.0,3.0,19.75,0.25,163.66666666666666,0.9545454545454546,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,1,3
467.2,45789.0,102.0,3.0,1.0,7.0,1996.0,29.0,9.0,29.0,4.0,20.4,0.25,116.8,2.9,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,1,3
365.1,38791.0,94.0,3.0,1.0,22.0,2002.0,12.0,18.0,23.0,4.0,18.8,0.75,91.275,0.631578947368421,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,3,2
450.1,52210.0,86.0,2.0,1.0,19.0,2010.0,18.0,81.0,15.0,3.0,21.5,0.5,150.03333333333333,0.21951219512195122,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,1,2,2
325.7,43897.0,74.0,2.0,1.0,27.0,2005.0,25.0,4.0,20.0,3.0,18.5,0.25,108.56666666666666,5.0,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,3,1,2
657.8,53880.0,122.0,3.0,1.0,23.0,2007.0,35.0,10.0,18.0,4.0,24.4,0.75,164.45,3.1818181818181817,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,4,3,3
1095.65,85005.0,130.0,4.0,1.0,23.0,1999.0,65.0,25.0,26.0,5.0,21.666666666666668,0.5,219.13000000000002,2.5,2.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,2,3
353.1,34647.0,102.0,3.0,1.0,33.0,2006.0,25.0,29.0,19.0,4.0,20.4,0.75,88.275,0.8333333333333334,1.5,白云,次核心区,False,False,False,True,False,False,False,False,True,False,False,3,3,2
368.0,33365.0,110.0,3.0,1.0,33.0,2005.0,16.0,19.0,20.0,4.0,22.0,0.5,92.0,0.8,1.5,白云,次核心区,False,False,False,True,False,False,False,False,True,False,False,3,2,2
433.4,40442.0,107.0,3.0,1.0,10.0,1995.0,25.0,13.0,30.0,4.0,21.4,0.75,108.35,1.7857142857142858,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,3,2
97.4,27718.0,35.0,1.0,1.0,22.0,2004.0,7.0,48.0,21.0,2.0,11.666666666666666,0.5,48.7,0.14285714285714285,0.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,2,2
309.3,54392.0,57.0,2.0,1.0,13.0,2009.0,11.0,96.0,16.0,3.0,14.25,0.5,103.10000000000001,0.1134020618556701,1.0,海珠,核心区,False,True,False,False,False,False,False,False,True,False,False,3,2,3
574.3,49743.0,115.0,3.0,1.0,13.0,2002.0,31.0,32.0,23.0,4.0,23.0,0.75,143.575,0.9393939393939394,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,3,3
267.5,41920.0,64.0,2.0,1.0,6.0,2002.0,14.0,187.0,23.0,3.0,16.0,0.5,89.16666666666667,0.07446808510638298,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,2,3
737.4,64680.0,114.0,3.0,1.0,21.0,2005.0,36.0,65.0,20.0,4.0,22.8,0.25,184.35,0.5454545454545454,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,1,3
453.2,51675.0,88.0,3.0,1.0,24.0,2018.0,23.0,7.0,7.0,4.0,17.6,0.25,113.3,2.875,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,1,3
655.3,56530.0,116.0,3.0,1.0,18.0,2010.0,27.0,1.0,15.0,4.0,23.2,0.5,163.825,13.5,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,2,3
621.5,39055.0,159.0,4.5,1.0,15.0,2011.0,22.0,10.0,14.0,5.5,24.46153846153846,0.75,113.0,2.0,2.25,荔湾,次核心区,False,False,False,False,True,False,False,True,False,False,False,4,3,2
391.6,47562.0,82.0,3.0,1.0,11.0,2016.0,15.0,28.0,9.0,4.0,16.4,0.75,97.9,0.5172413793103449,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,3,3
402.6,51493.0,78.0,2.0,1.0,21.0,2015.0,21.0,16.0,10.0,3.0,19.5,0.5,134.20000000000002,1.2352941176470589,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,4,2,3
439.5,40456.0,109.0,3.0,1.0,23.0,2007.0,27.0,3.0,18.0,4.0,21.8,0.75,109.875,6.75,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,False,True,2,3,2
417.0,46751.0,89.0,2.0,1.0,6.0,2016.0,23.0,43.0,9.0,3.0,22.25,0.25,139.0,0.5227272727272727,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,1,3
747.2,52037.0,144.0,4.0,1.0,14.0,1997.0,23.0,5.0,28.0,5.0,24.0,0.5,149.44,3.8333333333333335,2.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,2,3
190.5,35459.0,54.0,2.0,1.0,24.0,2008.0,10.0,16.0,17.0,3.0,13.5,0.5,63.5,0.5882352941176471,1.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,4,2,2
563.3,59926.0,94.0,3.0,1.0,11.0,1999.0,25.0,4.0,26.0,4.0,18.8,0.5,140.825,5.0,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,2,3
761.2,64757.0,118.0,3.0,1.0,24.0,2002.0,40.0,62.0,23.0,4.0,23.6,0.75,190.3,0.6349206349206349,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,3,3
566.6,64752.0,88.0,3.0,1.0,16.0,2004.0,35.0,72.0,21.0,4.0,17.6,0.75,141.65,0.4794520547945205,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,3,3
1095.65,86118.375,142.0,3.0,1.0,23.0,2013.0,50.0,7.0,12.0,4.0,28.4,0.5,273.9125,6.25,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,2,3
185.2,30604.0,61.0,2.0,1.0,12.0,1999.0,11.0,120.0,26.0,3.0,15.25,0.5,61.73333333333333,0.09090909090909091,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,2,2
483.1,40565.0,119.0,3.0,1.0,31.0,2014.0,26.0,67.0,11.0,4.0,23.8,0.25,120.775,0.38235294117647056,1.5,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,3,1,2
452.4,46229.0,98.0,3.0,1.0,7.0,1990.0,22.0,0.0,35.0,4.0,19.6,0.5,113.1,22.0,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,2,2
359.7,33972.0,106.0,4.0,1.0,27.0,2004.0,12.0,32.0,21.0,5.0,17.666666666666668,0.5,71.94,0.36363636363636365,2.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,1,2,2
381.9,46287.0,83.0,2.0,1.0,27.0,2022.0,12.0,2.0,3.0,3.0,20.75,0.75,127.3,4.0,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,3,3,2
460.0,51891.0,89.0,2.0,1.0,22.0,2013.0,22.0,124.0,12.0,3.0,22.25,0.75,153.33333333333334,0.176,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,3,3
487.1,50726.0,96.0,2.0,1.0,20.0,2022.0,26.0,11.0,3.0,3.0,24.0,0.5,162.36666666666667,2.1666666666666665,1.0,黄埔,次核心区,False,False,False,False,False,False,True,True,False,False,False,3,2,2
271.6,38424.0,71.0,2.0,1.0,21.0,1999.0,20.0,55.0,26.0,3.0,17.75,0.75,90.53333333333335,0.35714285714285715,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,3,2
617.4,52282.0,118.0,3.0,1.0,32.0,2017.0,36.0,29.0,8.0,4.0,23.6,0.25,154.35,1.2,1.5,黄埔,次核心区,False,False,False,False,False,False,True,True,False,False,False,4,1,2
153.3,31097.0,49.0,2.0,1.0,20.0,2015.0,8.0,4.0,10.0,3.0,12.25,0.75,51.1,1.6,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,3,2
1095.65,53850.0,194.0,4.5,1.0,18.0,2018.0,53.0,9.0,7.0,5.5,29.846153846153847,0.5,199.20909090909092,5.3,2.25,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,2,3
240.8,34666.0,69.0,2.0,1.0,18.0,2006.0,14.0,125.0,19.0,3.0,17.25,0.5,80.26666666666667,0.1111111111111111,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,2,3
563.6,54168.0,104.0,3.0,1.0,6.0,1990.0,25.0,7.0,35.0,4.0,20.8,0.5,140.9,3.125,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,2,3
934.0,61806.0,151.0,3.0,1.0,7.0,2006.0,45.0,9.0,19.0,4.0,30.2,0.25,233.5,4.5,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,1,3
